1205 - 01,03,06,08,09,11,12,14,17,18,20,21,22,24,25
1204 - 01,02,05,07,08,09,12,13,15,16,19,20,21,22,23
1203 - 01,02,03,05,06,11,12,13,14,15,17,22,23,24,25
1202 - 02,03,04,08,10,13,14,16,17,18,19,20,23,24,25
1201 - 05,06,09,10,11,14,16,18,19,20,21,22,23,24,25
1200 - 03,04,05,06,07,08,10,11,12,14,15,16,22,24,25
1199 - 01,02,03,04,05,06,10,14,15,16,19,21,22,24,25
1198 - 01,03,04,06,07,09,10,11,15,17,20,21,22,23,25
1197 - 01,04,05,06,07,08,11,13,14,16,17,18,20,24,25
1196 - 01,02,04,06,07,08,09,11,12,16,17,18,19,20,23
1195 - 01,05,06,09,10,11,12,14,15,17,18,19,20,22,25
1194 - 02,04,08,09,10,12,15,16,17,18,19,22,23,24,25
1193 - 01,04,07,08,09,10,13,14,15,18,19,20,22,23,25
1192 - 01,02,03,04,05,06,09,11,12,13,15,16,19,20,21
1191 - 01,02,03,05,07,10,12,13,14,16,17,18,22,24,25
1190 - 02,03,04,06,09,10,11,14,15,16,17,21,22,23,25
1189 - 03,04,05,08,09,12,13,14,15,17,18,19,20,21,25
1188 - 01,02,04,05,06,08,10,12,13,14,18,20,22,23,24
1187 - 01,02,04,07,08,10,11,12,14,16,19,21,22,23,25
1186 - 01,02,04,05,06,09,11,14,15,16,18,20,22,23,24
1185 - 03,05,06,07,09,13,14,16,18,19,21,22,23,24,25
1184 - 02,04,06,07,10,11,12,14,16,17,18,19,20,21,25
1183 - 01,03,04,09,11,13,14,15,16,18,19,20,22,24,25
1182 - 03,06,07,08,10,12,13,16,18,19,20,21,22,24,25
1181 - 03,04,05,06,07,08,09,11,13,14,20,21,22,23,24
1180 - 01,02,06,07,08,09,10,11,13,14,15,19,20,22,23
1179 - 01,02,03,05,06,07,08,09,13,15,18,19,20,21,25
1178 - 01,04,07,08,09,11,12,16,17,18,19,20,21,23,24
1177 - 02,03,05,06,08,09,10,11,12,16,17,20,22,23,25
1176 - 02,03,05,07,10,11,12,13,15,16,18,19,20,23,25
1175 - 01,03,04,08,10,12,13,14,15,19,20,21,23,24,25
1174 - 01,02,03,05,06,08,09,10,11,13,15,17,18,19,23
1173 - 01,02,04,05,07,08,09,11,14,16,18,19,20,21,22
1172 - 02,06,08,09,10,11,12,13,14,16,19,20,23,24,25
1171 - 01,07,08,11,12,13,14,15,16,17,18,20,21,22,23
1170 - 01,02,04,07,08,10,13,15,16,18,19,20,21,22,25
1169 - 02,03,04,07,08,09,12,15,16,17,18,21,22,24,25
1168 - 01,03,04,05,07,08,09,10,11,13,16,19,23,24,25
1167 - 01,02,04,05,07,08,09,11,12,14,15,16,18,21,23
1166 - 02,04,05,06,09,10,12,14,15,17,18,19,20,21,24
1165 - 01,02,03,05,08,09,10,12,15,17,18,19,21,22,25
1164 - 03,04,05,08,10,11,13,15,17,20,21,22,23,24,25
1163 - 02,06,07,09,11,12,13,14,16,17,19,20,21,23,24
1162 - 01,03,04,07,09,11,13,15,18,19,20,21,23,24,25
1161 - 01,02,04,05,06,08,10,11,15,17,18,19,22,24,25
1160 - 02,04,05,06,07,08,10,11,15,16,17,18,21,22,25
1159 - 01,02,03,04,06,08,09,14,15,16,17,22,23,24,25
1158 - 02,03,05,07,10,13,14,15,16,17,19,20,22,24,25
1157 - 02,04,05,06,07,08,11,12,13,15,16,18,21,22,24
1156 - 01,03,04,06,07,11,12,13,14,15,17,21,22,24,25
1155 - 01,02,03,04,08,09,12,13,15,16,18,19,22,24,25
1154 - 01,03,04,05,10,11,13,15,16,17,19,21,23,24,25
1153 - 01,02,03,05,06,08,09,12,13,15,18,19,20,24,25
1152 - 03,04,05,07,08,09,10,12,16,18,19,20,21,22,25
1151 - 01,03,07,09,10,11,12,14,15,16,20,21,22,24,25
1150 - 05,07,08,09,11,12,13,14,15,17,18,20,22,23,24
1149 - 01,02,03,06,07,08,10,12,15,17,18,19,21,22,23
1148 - 01,03,04,05,06,09,10,13,14,16,17,18,19,20,24
1147 - 01,06,07,08,09,11,12,14,15,16,18,19,20,22,25
1146 - 02,03,04,05,07,11,13,15,17,18,19,21,22,24,25
1145 - 03,04,05,06,08,09,11,13,14,15,16,17,18,23,24
1144 - 02,03,04,06,07,08,10,13,14,17,18,19,23,24,25
1143 - 01,03,04,06,10,11,12,13,14,16,17,18,23,24,25
1142 - 02,04,07,08,09,10,12,13,15,16,19,20,22,23,24
1141 - 05,06,09,10,11,12,13,15,16,17,18,22,23,24,25
1140 - 03,04,05,06,07,08,10,15,18,19,20,21,23,24,25
1139 - 01,02,03,06,11,13,14,15,16,17,18,19,21,22,25
1138 - 01,02,03,05,06,07,10,11,13,15,16,18,20,21,22
1137 - 02,04,05,07,08,09,10,11,12,15,19,20,21,23,25
1136 - 01,02,05,06,07,09,10,11,15,17,18,19,21,22,24
1135 - 03,04,05,08,09,10,12,15,16,17,18,19,23,24,25
1134 - 01,02,04,08,10,11,12,13,14,15,17,18,20,23,25
1133 - 02,04,05,06,07,08,09,10,12,13,14,16,18,24,25
1132 - 01,02,06,07,08,09,11,12,13,14,17,21,22,23,24
1131 - 02,03,04,06,12,14,15,16,17,19,20,21,22,24,25
1130 - 01,02,05,08,10,11,12,13,14,15,17,20,22,24,25
1129 - 02,03,04,05,07,08,12,13,16,17,18,19,21,22,23
1128 - 01,02,03,04,06,07,10,11,12,14,16,17,20,24,25
1127 - 01,03,04,06,08,09,11,13,14,15,16,17,22,23,24
1126 - 03,05,06,07,08,12,13,16,17,18,19,22,23,24,25
1125 - 01,03,04,06,09,11,12,13,15,16,17,18,21,22,25
1124 - 01,03,04,05,06,08,10,12,13,15,19,21,22,24,25
1123 - 02,04,06,07,08,10,11,13,15,16,17,19,22,23,24
1122 - 02,03,07,10,11,12,13,14,16,19,20,21,23,24,25
1121 - 01,02,04,05,06,08,09,11,12,17,18,20,22,23,25
1120 - 02,04,05,06,08,09,10,12,13,14,16,17,18,19,24
1119 - 01,02,03,05,06,07,08,10,12,14,15,17,18,20,23
1118 - 01,02,05,06,08,10,11,13,14,15,20,21,23,24,25
1117 - 01,02,03,05,07,08,11,12,13,14,15,16,19,21,23
1116 - 01,02,03,04,05,06,09,12,15,17,18,21,22,24,25
1115 - 02,03,07,08,09,10,11,12,17,18,20,22,23,24,25
1114 - 01,02,03,04,05,06,08,10,11,12,15,18,19,20,22
1113 - 01,03,06,07,09,12,13,14,15,17,19,20,22,24,25
1112 - 01,02,03,06,07,08,12,13,15,16,17,18,20,22,24
1111 - 02,03,04,06,09,11,12,13,14,15,16,22,23,24,25
1110 - 01,02,03,04,06,09,10,15,17,18,19,20,22,24,25
1109 - 01,04,05,06,07,08,09,10,11,17,18,19,20,21,25
1108 - 01,02,04,05,07,08,09,12,13,14,17,21,22,24,25
1107 - 01,02,04,08,09,10,11,12,14,16,18,19,20,21,24
1106 - 02,03,04,09,10,11,12,13,14,15,16,19,21,23,24
1105 - 01,02,04,06,07,09,11,13,15,17,18,20,23,24,25
1104 - 02,05,06,08,09,11,13,14,15,16,18,19,21,22,23
1103 - 02,04,05,07,09,10,11,12,14,16,18,20,21,22,25
1102 - 02,03,05,06,08,12,14,15,18,19,20,21,22,23,24
1101 - 01,02,03,06,09,10,11,13,15,17,18,19,23,24,25
1100 - 05,06,07,09,10,11,12,14,15,16,18,19,20,23,24
1099 - 02,03,06,07,08,11,12,13,14,16,21,22,23,24,25
1098 - 03,04,05,07,08,10,11,12,14,15,16,18,23,24,25
1097 - 04,05,06,09,10,12,14,15,16,18,19,20,23,24,25
1096 - 01,02,04,07,08,10,12,13,14,15,20,21,22,23,25
1095 - 02,03,05,06,07,09,15,16,17,18,21,22,23,24,25
1094 - 01,02,03,04,05,06,08,09,10,12,14,16,19,22,25
1093 - 01,02,04,05,06,09,10,11,13,18,21,22,23,24,25
1092 - 04,05,08,09,11,12,13,14,15,18,19,20,22,24,25
1091 - 02,04,05,06,07,09,10,12,13,14,16,20,23,24,25
1090 - 03,05,08,09,10,11,13,14,15,17,18,20,21,22,24
1089 - 02,03,04,06,08,12,13,14,15,16,19,21,22,23,24
1088 - 01,02,03,05,06,07,09,10,12,13,18,19,20,22,23
1087 - 02,03,04,06,09,12,13,16,17,18,19,20,21,23,24
1086 - 02,04,05,07,10,12,13,15,17,18,19,21,22,23,24
1085 - 03,06,07,08,09,10,14,16,18,19,21,22,23,24,25
1084 - 01,02,03,04,05,06,07,09,10,13,17,18,21,24,25
1083 - 01,02,03,04,06,11,13,16,17,18,20,21,22,23,24
1082 - 03,07,09,10,11,13,15,16,17,18,19,21,22,23,24
1081 - 01,05,06,07,10,12,13,14,15,16,18,19,21,22,23
1080 - 02,03,05,06,10,11,12,14,15,16,17,21,22,23,25
1079 - 05,06,07,08,11,13,14,15,16,17,19,20,21,22,24
1078 - 02,04,05,06,07,09,10,11,13,17,18,21,23,24,25
1077 - 01,02,05,06,07,08,10,12,13,14,15,19,20,21,24
1076 - 04,09,10,11,12,13,14,15,16,17,18,20,21,22,25
1075 - 01,02,06,09,10,12,15,16,17,18,21,22,23,24,25
1074 - 01,04,07,08,09,10,11,13,17,20,21,22,23,24,25
1073 - 01,03,04,05,06,07,13,16,17,19,20,21,22,23,24
1072 - 01,02,03,04,05,07,09,13,14,15,17,20,22,23,25
1071 - 02,03,04,05,06,10,11,12,13,14,16,17,21,22,24
1070 - 04,09,10,11,12,13,16,18,19,20,21,22,23,24,25
1069 - 01,03,04,08,10,11,12,13,15,16,17,22,23,24,25
1068 - 02,06,07,10,11,13,14,15,16,17,18,20,21,22,24
1067 - 01,02,03,04,05,07,10,11,13,14,15,17,21,22,25
1066 - 02,04,05,06,10,11,14,16,17,18,19,21,22,23,24
1065 - 02,03,04,05,06,12,14,15,17,19,20,21,22,24,25
1064 - 02,03,07,08,09,10,11,14,15,16,18,19,21,24,25
1063 - 02,05,06,07,10,12,13,14,15,16,20,21,22,24,25
1062 - 03,04,05,07,08,09,11,13,15,16,17,19,20,23,25
1061 - 02,03,05,07,08,09,12,14,15,16,19,21,22,23,24
1060 - 01,02,04,05,07,08,13,14,15,16,17,20,21,22,23
1059 - 01,02,03,05,07,08,11,14,15,16,19,20,21,22,24
1058 - 04,05,06,07,09,12,13,16,17,18,20,21,22,24,25
1057 - 01,04,06,07,08,09,11,13,14,16,19,20,21,23,25
1056 - 02,04,05,06,08,09,10,11,14,15,18,19,21,22,23
1055 - 01,02,03,07,08,09,10,12,13,14,18,22,23,24,25
1054 - 02,03,04,05,06,09,12,13,15,16,17,18,20,24,25
1053 - 01,02,03,04,06,11,12,13,14,15,17,18,22,23,24
1052 - 01,03,04,05,06,08,10,11,16,17,18,20,21,23,24
1051 - 02,03,04,07,08,10,11,13,14,16,18,20,21,23,25
1050 - 01,04,06,07,10,12,13,15,16,17,19,21,22,24,25
1049 - 02,04,05,09,12,14,16,17,18,19,20,21,22,23,25
1048 - 01,02,03,05,06,07,09,10,15,16,17,18,20,21,25
1047 - 04,07,08,09,10,11,12,15,16,17,20,21,22,24,25
1046 - 03,04,05,07,08,11,12,13,14,18,20,21,22,23,25
1045 - 02,03,05,06,09,11,15,16,17,20,21,22,23,24,25
1044 - 02,04,05,06,07,08,10,11,12,15,17,20,23,24,25
1043 - 01,02,06,07,08,09,10,11,12,14,17,18,19,24,25
1042 - 01,03,06,07,08,09,10,11,14,15,16,19,21,22,24
1041 - 01,03,05,07,10,12,13,15,17,19,20,21,23,24,25
1040 - 01,02,04,06,08,09,10,12,13,16,20,21,22,23,25
1039 - 01,02,03,08,09,12,13,14,15,18,19,20,21,22,24
1038 - 02,06,07,08,09,10,13,16,17,18,19,20,21,24,25
1037 - 01,05,06,09,10,11,12,15,17,18,20,21,23,24,25
1036 - 04,05,07,09,10,11,12,14,17,18,19,20,21,22,24
1035 - 04,06,07,09,12,13,14,15,18,19,20,21,22,23,25
1034 - 02,03,04,06,08,10,12,13,14,17,18,19,20,21,23
1033 - 03,04,06,07,08,12,13,14,16,17,18,21,22,23,24
1032 - 01,02,03,04,06,08,10,11,13,14,16,17,18,20,23
1031 - 01,02,04,05,06,09,11,12,14,15,17,19,20,22,24
1030 - 01,02,03,04,08,09,10,11,15,16,17,18,19,20,23
1029 - 01,02,03,06,08,11,13,14,17,18,19,22,23,24,25
1028 - 04,05,06,07,08,09,10,11,16,17,19,20,23,24,25
1027 - 01,03,05,06,08,09,10,12,14,15,16,19,21,23,25
1026 - 01,05,06,07,11,12,14,15,16,18,19,20,21,23,24
1025 - 01,02,07,09,11,13,14,15,16,17,18,19,22,23,25
1024 - 01,02,04,07,09,10,11,12,13,14,17,20,21,22,23
1023 - 01,02,03,06,07,08,09,11,13,14,16,18,21,22,23
1022 - 01,03,04,05,07,08,09,10,14,16,18,21,22,24,25
1021 - 01,05,06,09,10,13,14,15,16,18,19,20,21,22,23
1020 - 02,03,05,07,09,11,12,13,15,16,18,19,20,21,24
1019 - 01,02,03,04,05,07,08,10,12,17,18,20,21,22,23
1018 - 02,04,05,07,08,10,11,12,14,16,17,18,19,22,24
1017 - 01,02,03,04,08,09,10,11,12,15,16,17,19,21,23
1016 - 01,02,03,05,06,11,12,14,15,16,19,20,21,23,25
1015 - 01,02,03,05,06,07,08,13,15,16,17,18,20,21,23
1014 - 01,02,08,09,10,12,13,14,17,18,20,22,23,24,25
1013 - 01,02,03,04,05,07,10,11,13,17,18,19,20,21,23
1012 - 01,02,07,09,11,12,14,15,16,17,18,21,22,24,25
1011 - 01,03,04,05,07,09,10,13,15,17,18,19,23,24,25
1010 - 01,02,04,06,08,10,11,13,14,15,16,19,21,22,23
1009 - 02,04,06,09,10,11,12,14,15,17,18,19,20,22,24
1008 - 01,03,06,07,08,09,10,12,13,16,17,18,19,21,22
1007 - 01,02,03,06,07,09,10,11,12,18,20,22,23,24,25
1006 - 01,03,04,05,06,07,09,13,14,15,16,20,22,23,24
1005 - 01,05,07,09,10,12,14,15,16,18,19,20,21,22,24
1004 - 01,02,03,06,10,12,14,15,18,19,20,21,22,24,25
1003 - 01,02,03,06,08,10,12,14,16,17,19,20,21,23,25
1002 - 03,04,08,10,12,13,14,15,16,17,18,20,21,22,24
1001 - 05,06,07,08,10,11,12,13,14,17,19,20,21,23,25
1000 - 02,03,04,08,11,12,13,14,15,16,17,18,19,20,22
999 - 01,02,05,06,07,08,10,12,13,14,15,16,18,21,24
998 - 01,02,03,04,05,09,11,12,14,17,19,20,21,22,23
997 - 02,04,05,07,09,10,12,15,16,17,18,19,22,23,24
996 - 02,03,04,06,07,09,13,16,17,18,20,21,23,24,25
995 - 01,02,03,04,07,08,09,12,13,14,17,20,22,23,24
994 - 03,05,07,08,09,11,12,13,14,15,16,18,22,23,25
993 - 02,04,05,07,09,10,12,14,17,20,21,22,23,24,25
992 - 01,03,04,05,07,08,09,10,11,13,15,17,19,20,24
991 - 01,02,05,06,07,09,12,14,15,17,18,21,22,24,25
990 - 01,05,06,07,08,10,11,12,13,15,16,19,20,22,24
989 - 03,04,06,08,09,10,13,14,15,17,18,19,22,23,24
988 - 01,03,05,07,09,11,12,13,15,16,17,19,20,24,25
987 - 02,04,05,06,07,09,11,12,13,15,18,19,20,22,23
986 - 01,02,05,07,11,13,14,15,16,18,20,21,22,23,24
985 - 03,04,06,07,09,12,13,14,17,18,21,22,23,24,25
984 - 02,04,08,09,10,11,12,13,15,20,21,22,23,24,25
983 - 02,04,05,06,07,08,10,11,14,15,16,18,19,21,25
982 - 01,03,04,05,06,07,09,13,14,17,18,20,21,23,24
981 - 01,02,03,04,06,08,09,12,16,18,19,21,22,24,25
980 - 01,02,06,07,08,09,10,11,12,13,17,20,21,22,24
979 - 02,05,06,07,08,09,10,14,16,19,21,22,23,24,25
978 - 03,04,05,06,07,08,09,11,12,13,14,15,16,18,25
977 - 01,02,06,07,08,10,11,13,14,17,18,20,22,23,24
976 - 01,02,03,04,06,07,10,11,13,14,19,21,23,24,25
975 - 01,02,04,06,07,10,11,12,13,14,16,17,19,20,24
974 - 01,04,06,07,08,09,10,12,14,15,17,19,21,22,24
973 - 01,02,03,05,06,08,11,14,15,18,20,21,22,24,25
972 - 01,03,06,08,11,13,14,15,16,20,21,22,23,24,25
971 - 03,04,05,06,07,09,10,11,18,20,21,22,23,24,25
970 - 01,03,06,08,09,10,12,15,17,18,19,20,21,23,24
969 - 01,03,04,05,09,10,11,12,16,17,18,19,20,22,24
968 - 02,03,04,05,07,09,11,13,14,16,18,19,20,21,25
967 - 02,03,04,06,08,09,10,11,16,17,20,21,22,23,25
966 - 02,03,04,05,06,07,08,10,11,12,17,19,21,22,25
965 - 03,04,08,09,10,11,13,14,15,16,18,19,21,22,24
964 - 01,02,03,04,07,09,10,11,15,17,18,19,20,21,23
963 - 03,04,06,07,09,10,11,14,15,16,17,18,19,23,24
962 - 01,04,06,08,09,11,13,14,15,17,20,21,22,23,25
961 - 01,02,03,04,05,07,09,11,12,15,18,20,21,22,25
960 - 01,02,03,04,06,07,10,12,14,16,17,18,20,21,24
959 - 02,05,06,09,11,12,14,16,19,20,21,22,23,24,25
958 - 01,04,05,06,09,12,13,14,16,17,19,20,21,22,24
957 - 01,03,04,05,06,07,08,13,15,16,21,22,23,24,25
956 - 02,03,04,05,06,08,11,12,13,16,17,18,19,21,22
955 - 01,02,04,05,07,09,10,11,12,13,14,16,18,21,24
954 - 03,05,06,08,10,11,12,13,14,16,18,20,23,24,25
953 - 01,02,05,06,07,09,10,12,13,14,15,16,18,21,24
952 - 01,03,04,06,08,11,12,14,17,18,19,21,22,23,25
951 - 03,07,08,09,10,13,14,15,17,19,20,21,22,23,25
950 - 02,04,05,07,08,09,12,13,14,17,18,19,20,21,25
949 - 01,06,07,08,09,10,11,12,13,14,15,16,17,21,23
948 - 01,02,05,06,08,09,11,13,16,17,18,19,21,22,24
947 - 01,02,03,05,07,09,10,11,12,15,16,18,20,22,24
946 - 01,07,08,09,10,14,16,17,18,19,20,21,22,24,25
945 - 02,03,04,05,06,09,11,13,18,19,20,21,23,24,25
944 - 01,08,09,10,11,12,13,14,16,17,18,19,21,24,25
943 - 03,04,05,06,09,10,12,13,14,15,17,18,21,22,23
942 - 01,03,04,05,06,07,11,12,13,18,19,20,21,22,24
941 - 01,02,03,04,05,07,08,09,10,11,15,16,18,23,25
940 - 02,03,04,06,07,09,13,14,16,17,18,19,20,24,25
939 - 01,04,05,06,07,09,10,11,15,16,18,19,20,21,25
938 - 02,03,04,06,07,10,11,13,15,16,17,18,19,20,25
937 - 01,02,06,09,10,11,12,13,14,16,19,20,23,24,25
936 - 01,02,03,04,06,07,08,13,15,17,18,19,20,23,25
935 - 01,02,03,04,05,06,07,09,10,12,14,18,19,22,23
934 - 02,03,04,08,09,10,11,14,19,20,21,22,23,24,25
933 - 02,03,04,05,06,07,10,11,14,15,16,17,19,23,24
932 - 01,04,05,08,12,13,14,15,16,18,20,21,22,23,25
931 - 02,03,05,06,08,10,11,12,14,16,19,20,22,24,25
930 - 02,03,05,06,09,11,12,14,15,16,20,22,23,24,25
929 - 01,02,04,05,07,08,09,10,11,14,18,20,21,23,25
928 - 01,04,06,08,09,10,11,12,14,15,17,19,23,24,25
927 - 02,03,05,06,09,11,13,14,16,17,20,21,22,23,25
926 - 01,05,06,07,08,09,10,11,12,13,14,15,19,21,24
925 - 01,03,04,06,07,09,12,13,14,15,16,22,23,24,25
924 - 01,02,06,07,08,09,10,12,14,16,17,18,19,20,24
923 - 01,03,04,05,06,07,10,12,14,15,19,20,22,24,25
922 - 02,04,05,06,08,09,12,15,16,17,20,21,22,23,24
921 - 01,02,03,04,07,09,12,15,16,17,18,19,21,24,25
920 - 01,02,03,04,05,06,10,12,13,15,16,19,20,22,23
919 - 01,02,03,04,05,07,09,10,11,13,14,17,19,21,22
918 - 01,02,03,04,06,08,09,13,14,15,16,17,21,22,23
917 - 01,02,03,04,05,06,11,13,14,17,19,20,21,22,24
916 - 01,02,03,04,05,06,07,11,13,14,17,18,19,23,24
915 - 01,02,04,05,06,08,10,11,13,18,20,22,23,24,25
914 - 01,03,04,05,06,10,11,12,15,17,18,20,22,23,24
913 - 03,04,05,06,10,12,13,15,17,18,19,20,22,24,25
912 - 02,03,04,07,10,14,15,16,17,18,19,20,21,22,23
911 - 01,02,03,05,06,08,11,13,15,17,21,22,23,24,25
910 - 03,04,05,06,08,09,11,13,16,17,18,19,20,24,25
909 - 01,02,03,05,06,07,08,10,11,12,13,18,20,21,22
908 - 01,02,04,06,07,09,10,12,13,15,17,18,23,24,25
907 - 02,03,04,05,07,08,10,13,14,15,16,20,21,22,23
906 - 01,02,03,05,06,07,08,09,10,12,17,18,21,22,24
905 - 01,04,06,08,10,11,12,13,14,16,17,20,21,22,23
904 - 01,05,06,07,09,10,12,13,16,17,18,19,20,22,24
903 - 01,02,03,04,05,06,08,10,11,13,15,16,18,20,22
902 - 01,02,03,04,05,06,08,09,11,17,20,21,23,24,25
901 - 01,02,04,06,07,10,12,13,14,16,18,22,23,24,25
900 - 01,02,06,07,08,10,11,12,13,15,18,20,22,24,25
899 - 01,04,07,09,10,12,14,15,16,17,18,20,21,23,25
898 - 01,04,06,08,09,10,11,12,13,14,18,20,21,24,25
897 - 01,02,05,07,08,09,10,11,13,14,16,17,18,21,23
896 - 01,02,03,04,06,07,08,12,13,15,17,18,19,20,23
895 - 02,03,04,05,06,08,11,12,13,16,17,18,19,21,25
894 - 01,02,05,06,09,12,13,14,15,18,19,21,22,24,25
893 - 01,02,03,04,05,06,08,09,11,15,16,20,22,23,24
892 - 01,02,03,05,06,10,13,14,16,17,19,20,21,22,24
891 - 01,05,06,07,08,12,14,15,16,17,19,21,23,24,25
890 - 01,02,03,04,05,06,07,08,11,16,17,18,19,23,24
889 - 02,04,05,06,07,09,11,12,13,16,18,19,21,22,25
888 - 01,03,06,11,12,13,14,16,17,18,19,20,21,22,24
887 - 01,06,08,10,11,12,15,17,18,19,20,21,23,24,25
886 - 01,03,04,07,08,10,11,12,13,15,16,17,20,21,23
885 - 02,05,07,08,09,11,12,15,16,17,18,19,22,23,24
884 - 01,04,07,08,09,10,12,13,15,17,18,19,20,21,25
883 - 03,05,06,07,08,09,10,12,16,17,18,19,21,22,25
882 - 01,02,07,08,10,11,12,13,14,17,18,19,22,24,25
881 - 01,03,04,05,06,07,08,09,15,16,19,20,21,22,23
880 - 02,05,06,07,08,10,14,16,18,19,21,22,23,24,25
879 - 02,03,04,07,09,10,12,13,15,16,18,21,22,24,25
878 - 01,02,03,05,06,07,10,12,13,14,16,19,22,23,25
877 - 03,07,08,09,10,11,13,14,15,16,18,19,21,23,25
876 - 03,05,06,07,09,12,13,14,16,18,20,21,23,24,25
875 - 02,04,06,08,09,10,12,13,15,18,21,22,23,24,25
874 - 01,02,04,05,06,07,08,09,10,16,19,20,21,23,25
873 - 02,03,06,07,08,09,11,12,13,14,15,17,18,22,25
872 - 01,02,04,05,06,07,09,10,12,13,14,17,18,22,23
871 - 02,04,06,08,09,10,12,13,14,15,17,19,22,23,24
870 - 01,02,04,05,06,07,08,10,12,13,14,16,17,18,23
869 - 01,03,06,09,10,11,12,14,18,20,21,22,23,24,25
868 - 01,02,03,08,09,10,12,13,14,16,17,19,21,22,24
867 - 02,03,04,05,06,07,08,10,12,13,14,15,21,22,25
866 - 01,02,03,05,07,08,09,10,11,13,14,18,20,23,24
865 - 01,03,04,05,06,07,10,13,18,19,20,21,22,23,25
864 - 03,06,08,10,12,13,15,16,17,18,19,21,22,23,24
863 - 01,03,04,07,08,13,15,16,17,18,19,22,23,24,25
862 - 01,02,03,04,05,10,13,14,15,17,18,19,20,23,24
861 - 01,02,03,04,06,07,09,10,11,14,15,17,19,22,23
860 - 03,04,05,06,07,09,10,13,14,15,16,19,22,24,25
859 - 01,02,03,04,05,06,09,10,11,13,14,17,18,19,20
858 - 01,03,04,05,06,08,09,11,12,17,19,20,22,23,25
857 - 01,03,04,06,08,11,13,14,15,16,18,19,20,21,24
856 - 02,03,07,08,09,11,12,13,15,16,19,20,22,23,25
855 - 01,03,04,08,09,10,11,13,14,15,17,18,23,24,25
854 - 01,02,03,05,08,09,10,13,14,15,17,18,20,21,22
853 - 02,03,05,06,08,09,11,12,17,18,19,20,21,22,23
852 - 01,02,03,04,05,08,11,12,16,18,20,21,23,24,25
851 - 01,04,05,06,07,10,13,14,15,17,18,19,20,22,24
850 - 02,03,05,07,08,10,13,14,18,19,20,21,22,23,24
849 - 01,04,05,10,12,13,14,15,16,17,18,20,23,24,25
848 - 02,03,05,08,09,13,14,16,17,18,19,21,23,24,25
847 - 01,03,05,06,07,09,10,11,13,14,17,18,20,21,25
846 - 01,04,06,09,10,11,13,14,15,19,20,21,23,24,25
845 - 02,04,06,07,11,12,14,16,18,19,21,22,23,24,25
844 - 01,03,05,07,08,09,10,12,15,16,17,19,22,24,25
843 - 03,04,07,08,11,12,13,15,16,17,19,20,21,22,24
842 - 03,04,05,07,10,11,13,14,15,18,19,20,21,22,24
841 - 01,03,05,06,08,10,12,13,14,15,16,17,20,21,24
840 - 02,04,06,09,11,12,13,17,18,19,20,21,22,23,25
839 - 02,03,04,06,07,08,13,14,16,17,19,21,22,24,25
838 - 02,04,05,07,09,10,11,14,15,16,18,20,21,23,24
837 - 01,03,07,08,10,11,12,13,14,15,16,18,20,22,24
836 - 02,04,07,08,09,10,12,14,15,16,18,20,21,22,25
835 - 01,02,04,06,08,12,14,15,16,17,18,19,21,24,25
834 - 02,04,07,08,09,10,11,14,16,18,19,20,21,22,23
833 - 02,05,06,07,10,11,12,13,16,17,18,19,20,22,25
832 - 02,05,06,07,08,10,11,12,15,16,19,22,23,24,25
831 - 01,02,03,05,09,10,11,12,14,16,17,18,20,21,22
830 - 01,04,06,09,10,11,12,13,14,16,17,19,21,23,24
829 - 02,05,07,08,09,11,13,14,16,17,18,22,23,24,25
828 - 01,06,07,08,09,12,14,15,17,19,20,22,23,24,25
827 - 01,02,04,05,07,09,10,12,13,14,16,17,21,22,24
826 - 03,05,06,12,13,14,15,16,17,18,19,20,21,23,24
825 - 01,06,07,08,09,10,11,13,14,15,17,19,22,23,25
824 - 02,03,04,07,11,12,13,14,15,19,20,21,22,24,25
823 - 01,02,04,05,09,11,12,13,14,16,19,20,22,24,25
822 - 02,03,05,11,12,14,15,16,17,18,19,21,22,23,24
821 - 03,04,05,07,09,10,11,12,14,16,17,21,23,24,25
820 - 01,02,03,05,06,07,08,09,10,13,15,16,22,23,24
819 - 03,04,05,06,07,08,09,10,11,12,18,19,20,21,22
818 - 04,05,06,08,10,11,13,14,16,19,20,22,23,24,25
817 - 01,02,03,04,05,08,10,11,12,17,18,20,23,24,25
816 - 02,03,05,08,09,10,11,12,13,15,16,17,19,23,25
815 - 06,07,08,10,11,14,15,17,18,20,21,22,23,24,25
814 - 03,04,08,10,11,12,13,14,17,19,20,21,22,23,24
813 - 01,03,04,05,06,07,08,10,12,16,19,21,23,24,25
812 - 01,03,05,07,08,11,14,17,18,19,20,21,23,24,25
811 - 01,02,03,04,05,06,07,09,10,12,14,17,19,20,22
810 - 01,03,06,07,09,11,12,15,16,17,18,21,22,23,24
809 - 01,02,04,05,07,09,13,16,18,19,21,22,23,24,25
808 - 04,06,07,10,11,12,14,16,17,18,20,21,22,24,25
807 - 02,03,04,05,07,08,10,11,13,18,19,21,22,24,25
806 - 01,02,03,05,06,07,08,10,14,15,16,19,20,24,25
805 - 01,02,04,06,07,09,11,13,14,16,17,20,22,24,25
804 - 01,03,04,05,06,07,08,13,15,17,18,20,21,23,24
803 - 01,04,05,12,14,15,16,17,18,19,20,21,23,24,25
802 - 01,03,04,05,08,09,10,12,13,14,18,20,21,22,25
801 - 01,03,04,05,06,07,10,12,15,17,18,19,21,23,25
